class id,filepaths,labels,data set
4,train/baseball/060.jpg,baseball,train
4,train/baseball/061.jpg,baseball,train
4,train/baseball/062.jpg,baseball,train
4,train/baseball/063.jpg,baseball,train
4,train/baseball/064.jpg,baseball,train
4,train/baseball/065.jpg,baseball,train
4,train/baseball/066.jpg,baseball,train
4,train/baseball/067.jpg,baseball,train
4,train/baseball/068.jpg,baseball,train
4,train/baseball/069.jpg,baseball,train
4,train/baseball/070.jpg,baseball,train
4,train/baseball/071.jpg,baseball,train
4,train/baseball/072.jpg,baseball,train
4,train/baseball/073.jpg,baseball,train
4,train/baseball/074.jpg,baseball,train
4,train/baseball/075.jpg,baseball,train
4,train/baseball/076.jpg,baseball,train
4,train/baseball/077.jpg,baseball,train
4,train/baseball/078.jpg,baseball,train
4,train/baseball/079.jpg,baseball,train
4,train/baseball/080.jpg,baseball,train
4,train/baseball/081.jpg,baseball,train
4,train/baseball/082.jpg,baseball,train
4,train/baseball/083.jpg,baseball,train
4,train/baseball/084.jpg,baseball,train
4,train/baseball/085.jpg,baseball,train
4,train/baseball/086.jpg,baseball,train
4,train/baseball/087.jpg,baseball,train
4,train/baseball/088.jpg,baseball,train
4,train/baseball/089.jpg,baseball,train
4,train/baseball/090.jpg,baseball,train
4,train/baseball/091.jpg,baseball,train
4,train/baseball/092.jpg,baseball,train
4,train/baseball/093.jpg,baseball,train
4,train/baseball/094.jpg,baseball,train
4,train/baseball/095.jpg,baseball,train
4,train/baseball/096.jpg,baseball,train
4,train/baseball/097.jpg,baseball,train
4,train/baseball/098.jpg,baseball,train
4,train/baseball/099.jpg,baseball,train
4,train/baseball/100.jpg,baseball,train
4,train/baseball/101.jpg,baseball,train
4,train/baseball/102.jpg,baseball,train
4,train/baseball/103.jpg,baseball,train
4,train/baseball/104.jpg,baseball,train
4,train/baseball/105.jpg,baseball,train
4,train/baseball/106.jpg,baseball,train
4,train/baseball/107.jpg,baseball,train
4,train/baseball/108.jpg,baseball,train
4,train/baseball/109.jpg,baseball,train
4,train/baseball/110.jpg,baseball,train
4,train/baseball/111.jpg,baseball,train
4,train/baseball/112.jpg,baseball,train
4,train/baseball/113.jpg,baseball,train
4,train/baseball/114.jpg,baseball,train
4,train/baseball/115.jpg,baseball,train
4,train/baseball/116.jpg,baseball,train
4,train/baseball/117.jpg,baseball,train
4,train/baseball/118.jpg,baseball,train
4,train/baseball/119.jpg,baseball,train
4,train/baseball/120.jpg,baseball,train
4,train/baseball/121.jpg,baseball,train
4,train/baseball/122.jpg,baseball,train
4,train/baseball/123.jpg,baseball,train
4,train/baseball/124.jpg,baseball,train
4,train/baseball/125.jpg,baseball,train
4,train/baseball/126.jpg,baseball,train
4,train/baseball/127.jpg,baseball,train
4,train/baseball/128.jpg,baseball,train
4,train/baseball/129.jpg,baseball,train
4,train/baseball/130.jpg,baseball,train
4,train/baseball/131.jpg,baseball,train
4,train/baseball/132.jpg,baseball,train
4,train/baseball/133.jpg,baseball,train
4,train/baseball/134.jpg,baseball,train
4,train/baseball/135.jpg,baseball,train
4,train/baseball/136.jpg,baseball,train
4,train/baseball/137.jpg,baseball,train
4,train/baseball/138.jpg,baseball,train
4,train/baseball/139.jpg,baseball,train
4,train/baseball/140.jpg,baseball,train
4,train/baseball/141.jpg,baseball,train
4,train/baseball/142.jpg,baseball,train
4,train/baseball/143.jpg,baseball,train
4,train/baseball/144.jpg,baseball,train
4,train/baseball/145.jpg,baseball,train
4,train/baseball/146.jpg,baseball,train
4,train/baseball/147.jpg,baseball,train
4,train/baseball/148.jpg,baseball,train
4,train/baseball/149.jpg,baseball,train
4,train/baseball/150.jpg,baseball,train
4,train/baseball/151.jpg,baseball,train
4,train/baseball/152.jpg,baseball,train
4,train/baseball/153.jpg,baseball,train
4,train/baseball/154.jpg,baseball,train
4,train/baseball/155.jpg,baseball,train
4,train/baseball/156.jpg,baseball,train
4,train/baseball/157.jpg,baseball,train
4,train/baseball/158.jpg,baseball,train
4,train/baseball/159.jpg,baseball,train
4,train/baseball/160.jpg,baseball,train
4,train/baseball/161.jpg,baseball,train
4,train/baseball/162.jpg,baseball,train
4,train/baseball/163.jpg,baseball,train
4,train/baseball/164.jpg,baseball,train
4,train/baseball/165.jpg,baseball,train
4,train/baseball/166.jpg,baseball,train
4,train/baseball/167.jpg,baseball,train
4,train/baseball/168.jpg,baseball,train
4,train/baseball/169.jpg,baseball,train
4,train/baseball/170.jpg,baseball,train
4,train/baseball/171.jpg,baseball,train
4,train/baseball/172.jpg,baseball,train
4,train/baseball/173.jpg,baseball,train
4,train/baseball/174.jpg,baseball,train
6,train/basketball/001.jpg,basketball,train
6,train/basketball/002.jpg,basketball,train
6,train/basketball/003.jpg,basketball,train
6,train/basketball/004.jpg,basketball,train
6,train/basketball/005.jpg,basketball,train
6,train/basketball/006.jpg,basketball,train
6,train/basketball/007.jpg,basketball,train
6,train/basketball/008.jpg,basketball,train
6,train/basketball/009.jpg,basketball,train
6,train/basketball/010.jpg,basketball,train
6,train/basketball/011.jpg,basketball,train
6,train/basketball/012.jpg,basketball,train
6,train/basketball/013.jpg,basketball,train
6,train/basketball/014.jpg,basketball,train
6,train/basketball/015.jpg,basketball,train
6,train/basketball/016.jpg,basketball,train
6,train/basketball/017.jpg,basketball,train
6,train/basketball/018.jpg,basketball,train
6,train/basketball/019.jpg,basketball,train
6,train/basketball/020.jpg,basketball,train
6,train/basketball/021.jpg,basketball,train
6,train/basketball/022.jpg,basketball,train
6,train/basketball/023.jpg,basketball,train
6,train/basketball/024.jpg,basketball,train
6,train/basketball/025.jpg,basketball,train
6,train/basketball/026.jpg,basketball,train
6,train/basketball/027.jpg,basketball,train
6,train/basketball/028.jpg,basketball,train
6,train/basketball/029.jpg,basketball,train
6,train/basketball/030.jpg,basketball,train
6,train/basketball/031.jpg,basketball,train
6,train/basketball/032.jpg,basketball,train
6,train/basketball/033.jpg,basketball,train
6,train/basketball/034.jpg,basketball,train
6,train/basketball/035.jpg,basketball,train
6,train/basketball/036.jpg,basketball,train
6,train/basketball/037.jpg,basketball,train
6,train/basketball/038.jpg,basketball,train
6,train/basketball/039.jpg,basketball,train
6,train/basketball/040.jpg,basketball,train
6,train/basketball/041.jpg,basketball,train
6,train/basketball/042.jpg,basketball,train
6,train/basketball/043.jpg,basketball,train
6,train/basketball/044.jpg,basketball,train
6,train/basketball/045.jpg,basketball,train
6,train/basketball/046.jpg,basketball,train
6,train/basketball/047.jpg,basketball,train
6,train/basketball/048.jpg,basketball,train
6,train/basketball/049.jpg,basketball,train
6,train/basketball/050.jpg,basketball,train
6,train/basketball/051.jpg,basketball,train
6,train/basketball/052.jpg,basketball,train
6,train/basketball/053.jpg,basketball,train
6,train/basketball/054.jpg,basketball,train
6,train/basketball/055.jpg,basketball,train
6,train/basketball/056.jpg,basketball,train
6,train/basketball/057.jpg,basketball,train
6,train/basketball/058.jpg,basketball,train
6,train/basketball/059.jpg,basketball,train
6,train/basketball/060.jpg,basketball,train
6,train/basketball/061.jpg,basketball,train
6,train/basketball/062.jpg,basketball,train
6,train/basketball/063.jpg,basketball,train
6,train/basketball/064.jpg,basketball,train
6,train/basketball/065.jpg,basketball,train
6,train/basketball/066.jpg,basketball,train
6,train/basketball/067.jpg,basketball,train
6,train/basketball/068.jpg,basketball,train
6,train/basketball/069.jpg,basketball,train
6,train/basketball/070.jpg,basketball,train
6,train/basketball/071.jpg,basketball,train
6,train/basketball/072.jpg,basketball,train
6,train/basketball/073.jpg,basketball,train
6,train/basketball/074.jpg,basketball,train
6,train/basketball/075.jpg,basketball,train
6,train/basketball/076.jpg,basketball,train
6,train/basketball/077.jpg,basketball,train
6,train/basketball/078.jpg,basketball,train
6,train/basketball/079.jpg,basketball,train
6,train/basketball/080.jpg,basketball,train
6,train/basketball/081.jpg,basketball,train
6,train/basketball/082.jpg,basketball,train
6,train/basketball/083.jpg,basketball,train
6,train/basketball/084.jpg,basketball,train
6,train/basketball/085.jpg,basketball,train
6,train/basketball/086.jpg,basketball,train
6,train/basketball/087.jpg,basketball,train
6,train/basketball/088.jpg,basketball,train
6,train/basketball/089.jpg,basketball,train
6,train/basketball/090.jpg,basketball,train
6,train/basketball/091.jpg,basketball,train
6,train/basketball/092.jpg,basketball,train
6,train/basketball/093.jpg,basketball,train
6,train/basketball/094.jpg,basketball,train
6,train/basketball/095.jpg,basketball,train
6,train/basketball/096.jpg,basketball,train
6,train/basketball/097.jpg,basketball,train
6,train/basketball/098.jpg,basketball,train
6,train/basketball/099.jpg,basketball,train
6,train/basketball/100.jpg,basketball,train
6,train/basketball/101.jpg,basketball,train
6,train/basketball/102.jpg,basketball,train
6,train/basketball/103.jpg,basketball,train
6,train/basketball/104.jpg,basketball,train
6,train/basketball/105.jpg,basketball,train
6,train/basketball/106.jpg,basketball,train
6,train/basketball/107.jpg,basketball,train
6,train/basketball/108.jpg,basketball,train
6,train/basketball/109.jpg,basketball,train
6,train/basketball/110.jpg,basketball,train
6,train/basketball/111.jpg,basketball,train
6,train/basketball/112.jpg,basketball,train
6,train/basketball/113.jpg,basketball,train
6,train/basketball/114.jpg,basketball,train
6,train/basketball/115.jpg,basketball,train
6,train/basketball/116.jpg,basketball,train
6,train/basketball/117.jpg,basketball,train
6,train/basketball/118.jpg,basketball,train
6,train/basketball/119.jpg,basketball,train
6,train/basketball/120.jpg,basketball,train
6,train/basketball/121.jpg,basketball,train
6,train/basketball/122.jpg,basketball,train
6,train/basketball/123.jpg,basketball,train
6,train/basketball/124.jpg,basketball,train
6,train/basketball/125.jpg,basketball,train
6,train/basketball/126.jpg,basketball,train
6,train/basketball/127.jpg,basketball,train
6,train/basketball/128.jpg,basketball,train
6,train/basketball/129.jpg,basketball,train
6,train/basketball/130.jpg,basketball,train
6,train/basketball/131.jpg,basketball,train
6,train/basketball/132.jpg,basketball,train
6,train/basketball/133.jpg,basketball,train
6,train/basketball/134.jpg,basketball,train
6,train/basketball/135.jpg,basketball,train
6,train/basketball/136.jpg,basketball,train
6,train/basketball/137.jpg,basketball,train
6,train/basketball/138.jpg,basketball,train
6,train/basketball/139.jpg,basketball,train
6,train/basketball/140.jpg,basketball,train
6,train/basketball/141.jpg,basketball,train
6,train/basketball/142.jpg,basketball,train
6,train/basketball/143.jpg,basketball,train
6,train/basketball/144.jpg,basketball,train
6,train/basketball/145.jpg,basketball,train
6,train/basketball/146.jpg,basketball,train
6,train/basketball/147.jpg,basketball,train
6,train/basketball/148.jpg,basketball,train
6,train/basketball/149.jpg,basketball,train
6,train/basketball/150.jpg,basketball,train
6,train/basketball/151.jpg,basketball,train
6,train/basketball/152.jpg,basketball,train
6,train/basketball/153.jpg,basketball,train
6,train/basketball/154.jpg,basketball,train
6,train/basketball/155.jpg,basketball,train
6,train/basketball/156.jpg,basketball,train
6,train/basketball/157.jpg,basketball,train
6,train/basketball/158.jpg,basketball,train
6,train/basketball/159.jpg,basketball,train
6,train/basketball/160.jpg,basketball,train
6,train/basketball/161.jpg,basketball,train
6,train/basketball/162.jpg,basketball,train
6,train/basketball/163.jpg,basketball,train
6,train/basketball/164.jpg,basketball,train
6,train/basketball/165.jpg,basketball,train
6,train/basketball/166.jpg,basketball,train
6,train/basketball/167.jpg,basketball,train
6,train/basketball/168.jpg,basketball,train
6,train/basketball/169.jpg,basketball,train
14,train/bowling/001.jpg,bowling,train
14,train/bowling/002.jpg,bowling,train
14,train/bowling/003.jpg,bowling,train
14,train/bowling/004.jpg,bowling,train
14,train/bowling/005.jpg,bowling,train
14,train/bowling/006.jpg,bowling,train
14,train/bowling/007.jpg,bowling,train
14,train/bowling/008.jpg,bowling,train
14,train/bowling/009.jpg,bowling,train
14,train/bowling/010.jpg,bowling,train
14,train/bowling/011.jpg,bowling,train
14,train/bowling/012.jpg,bowling,train
14,train/bowling/013.jpg,bowling,train
14,train/bowling/014.jpg,bowling,train
14,train/bowling/015.jpg,bowling,train
14,train/bowling/016.jpg,bowling,train
14,train/bowling/017.jpg,bowling,train
14,train/bowling/018.jpg,bowling,train
14,train/bowling/019.jpg,bowling,train
14,train/bowling/020.jpg,bowling,train
14,train/bowling/021.jpg,bowling,train
14,train/bowling/022.jpg,bowling,train
14,train/bowling/023.jpg,bowling,train
14,train/bowling/024.jpg,bowling,train
14,train/bowling/025.jpg,bowling,train
14,train/bowling/026.jpg,bowling,train
14,train/bowling/027.jpg,bowling,train
14,train/bowling/028.jpg,bowling,train
14,train/bowling/029.jpg,bowling,train
14,train/bowling/030.jpg,bowling,train
14,train/bowling/031.jpg,bowling,train
14,train/bowling/032.jpg,bowling,train
14,train/bowling/033.jpg,bowling,train
14,train/bowling/034.jpg,bowling,train
14,train/bowling/035.jpg,bowling,train
14,train/bowling/036.jpg,bowling,train
14,train/bowling/037.jpg,bowling,train
14,train/bowling/038.jpg,bowling,train
14,train/bowling/039.jpg,bowling,train
14,train/bowling/040.jpg,bowling,train
14,train/bowling/041.jpg,bowling,train
14,train/bowling/042.jpg,bowling,train
14,train/bowling/043.jpg,bowling,train
14,train/bowling/044.jpg,bowling,train
14,train/bowling/045.jpg,bowling,train
14,train/bowling/046.jpg,bowling,train
14,train/bowling/047.jpg,bowling,train
14,train/bowling/048.jpg,bowling,train
14,train/bowling/049.jpg,bowling,train
14,train/bowling/050.jpg,bowling,train
14,train/bowling/051.jpg,bowling,train
14,train/bowling/052.jpg,bowling,train
14,train/bowling/053.jpg,bowling,train
14,train/bowling/054.jpg,bowling,train
14,train/bowling/055.jpg,bowling,train
14,train/bowling/056.jpg,bowling,train
14,train/bowling/057.jpg,bowling,train
14,train/bowling/058.jpg,bowling,train
14,train/bowling/059.jpg,bowling,train
14,train/bowling/060.jpg,bowling,train
14,train/bowling/061.jpg,bowling,train
14,train/bowling/062.jpg,bowling,train
14,train/bowling/063.jpg,bowling,train
14,train/bowling/064.jpg,bowling,train
14,train/bowling/065.jpg,bowling,train
14,train/bowling/066.jpg,bowling,train
14,train/bowling/067.jpg,bowling,train
14,train/bowling/068.jpg,bowling,train
14,train/bowling/069.jpg,bowling,train
14,train/bowling/070.jpg,bowling,train
14,train/bowling/071.jpg,bowling,train
14,train/bowling/072.jpg,bowling,train
14,train/bowling/073.jpg,bowling,train
14,train/bowling/074.jpg,bowling,train
14,train/bowling/075.jpg,bowling,train
14,train/bowling/076.jpg,bowling,train
14,train/bowling/077.jpg,bowling,train
14,train/bowling/078.jpg,bowling,train
14,train/bowling/079.jpg,bowling,train
14,train/bowling/080.jpg,bowling,train
14,train/bowling/081.jpg,bowling,train
14,train/bowling/082.jpg,bowling,train
14,train/bowling/083.jpg,bowling,train
14,train/bowling/084.jpg,bowling,train
14,train/bowling/085.jpg,bowling,train
14,train/bowling/086.jpg,bowling,train
14,train/bowling/087.jpg,bowling,train
14,train/bowling/088.jpg,bowling,train
14,train/bowling/089.jpg,bowling,train
14,train/bowling/090.jpg,bowling,train
14,train/bowling/091.jpg,bowling,train
14,train/bowling/092.jpg,bowling,train
14,train/bowling/093.jpg,bowling,train
14,train/bowling/094.jpg,bowling,train
14,train/bowling/095.jpg,bowling,train
14,train/bowling/096.jpg,bowling,train
14,train/bowling/097.jpg,bowling,train
14,train/bowling/098.jpg,bowling,train
14,train/bowling/099.jpg,bowling,train
14,train/bowling/100.jpg,bowling,train
14,train/bowling/101.jpg,bowling,train
14,train/bowling/102.jpg,bowling,train
14,train/bowling/103.jpg,bowling,train
14,train/bowling/104.jpg,bowling,train
14,train/bowling/105.jpg,bowling,train
14,train/bowling/106.jpg,bowling,train
14,train/bowling/107.jpg,bowling,train
14,train/bowling/108.jpg,bowling,train
14,train/bowling/109.jpg,bowling,train
14,train/bowling/110.jpg,bowling,train
14,train/bowling/111.jpg,bowling,train
14,train/bowling/112.jpg,bowling,train
14,train/bowling/113.jpg,bowling,train
14,train/bowling/114.jpg,bowling,train
14,train/bowling/115.jpg,bowling,train
14,train/bowling/116.jpg,bowling,train
14,train/bowling/117.jpg,bowling,train
14,train/bowling/118.jpg,bowling,train
14,train/bowling/119.jpg,bowling,train
14,train/bowling/120.jpg,bowling,train
16,train/boxing/001.jpg,boxing,train
16,train/boxing/002.jpg,boxing,train
16,train/boxing/003.jpg,boxing,train
16,train/boxing/004.jpg,boxing,train
16,train/boxing/005.jpg,boxing,train
16,train/boxing/006.jpg,boxing,train
16,train/boxing/007.jpg,boxing,train
16,train/boxing/008.jpg,boxing,train
16,train/boxing/009.jpg,boxing,train
16,train/boxing/010.jpg,boxing,train
16,train/boxing/011.jpg,boxing,train
16,train/boxing/012.jpg,boxing,train
16,train/boxing/013.jpg,boxing,train
16,train/boxing/014.jpg,boxing,train
16,train/boxing/015.jpg,boxing,train
16,train/boxing/016.jpg,boxing,train
16,train/boxing/017.jpg,boxing,train
16,train/boxing/018.jpg,boxing,train
16,train/boxing/019.jpg,boxing,train
16,train/boxing/020.jpg,boxing,train
16,train/boxing/021.jpg,boxing,train
16,train/boxing/022.jpg,boxing,train
16,train/boxing/023.jpg,boxing,train
16,train/boxing/024.jpg,boxing,train
16,train/boxing/025.jpg,boxing,train
16,train/boxing/026.jpg,boxing,train
16,train/boxing/027.jpg,boxing,train
16,train/boxing/028.jpg,boxing,train
16,train/boxing/029.jpg,boxing,train
16,train/boxing/030.jpg,boxing,train
16,train/boxing/031.jpg,boxing,train
16,train/boxing/032.jpg,boxing,train
16,train/boxing/033.jpg,boxing,train
16,train/boxing/034.jpg,boxing,train
16,train/boxing/035.jpg,boxing,train
16,train/boxing/036.jpg,boxing,train
16,train/boxing/037.jpg,boxing,train
16,train/boxing/038.jpg,boxing,train
16,train/boxing/039.jpg,boxing,train
16,train/boxing/040.jpg,boxing,train
16,train/boxing/041.jpg,boxing,train
16,train/boxing/042.jpg,boxing,train
16,train/boxing/043.jpg,boxing,train
16,train/boxing/044.jpg,boxing,train
16,train/boxing/045.jpg,boxing,train
16,train/boxing/046.jpg,boxing,train
16,train/boxing/047.jpg,boxing,train
16,train/boxing/048.jpg,boxing,train
16,train/boxing/049.jpg,boxing,train
16,train/boxing/050.jpg,boxing,train
16,train/boxing/051.jpg,boxing,train
16,train/boxing/052.jpg,boxing,train
16,train/boxing/053.jpg,boxing,train
16,train/boxing/054.jpg,boxing,train
16,train/boxing/055.jpg,boxing,train
16,train/boxing/056.jpg,boxing,train
16,train/boxing/057.jpg,boxing,train
16,train/boxing/058.jpg,boxing,train
16,train/boxing/059.jpg,boxing,train
16,train/boxing/060.jpg,boxing,train
16,train/boxing/061.jpg,boxing,train
16,train/boxing/062.jpg,boxing,train
16,train/boxing/063.jpg,boxing,train
16,train/boxing/064.jpg,boxing,train
16,train/boxing/065.jpg,boxing,train
16,train/boxing/066.jpg,boxing,train
16,train/boxing/067.jpg,boxing,train
16,train/boxing/068.jpg,boxing,train
16,train/boxing/069.jpg,boxing,train
16,train/boxing/070.jpg,boxing,train
16,train/boxing/071.jpg,boxing,train
16,train/boxing/072.jpg,boxing,train
16,train/boxing/073.jpg,boxing,train
16,train/boxing/074.jpg,boxing,train
16,train/boxing/075.jpg,boxing,train
16,train/boxing/076.jpg,boxing,train
16,train/boxing/077.jpg,boxing,train
16,train/boxing/078.jpg,boxing,train
16,train/boxing/079.jpg,boxing,train
16,train/boxing/080.jpg,boxing,train
16,train/boxing/081.jpg,boxing,train
16,train/boxing/082.jpg,boxing,train
16,train/boxing/083.jpg,boxing,train
16,train/boxing/084.jpg,boxing,train
16,train/boxing/085.jpg,boxing,train
16,train/boxing/086.jpg,boxing,train
16,train/boxing/087.jpg,boxing,train
16,train/boxing/088.jpg,boxing,train
16,train/boxing/089.jpg,boxing,train
16,train/boxing/090.jpg,boxing,train
16,train/boxing/091.jpg,boxing,train
16,train/boxing/092.jpg,boxing,train
16,train/boxing/093.jpg,boxing,train
16,train/boxing/094.jpg,boxing,train
16,train/boxing/095.jpg,boxing,train
16,train/boxing/096.jpg,boxing,train
16,train/boxing/097.jpg,boxing,train
16,train/boxing/098.jpg,boxing,train
16,train/boxing/099.jpg,boxing,train
16,train/boxing/100.jpg,boxing,train
16,train/boxing/101.jpg,boxing,train
16,train/boxing/102.jpg,boxing,train
16,train/boxing/103.jpg,boxing,train
16,train/boxing/104.jpg,boxing,train
16,train/boxing/105.jpg,boxing,train
16,train/boxing/106.jpg,boxing,train
16,train/boxing/107.jpg,boxing,train
16,train/boxing/108.jpg,boxing,train
16,train/boxing/109.jpg,boxing,train
16,train/boxing/110.jpg,boxing,train
16,train/boxing/111.jpg,boxing,train
16,train/boxing/112.jpg,boxing,train
16,train/boxing/113.jpg,boxing,train
16,train/boxing/114.jpg,boxing,train
16,train/boxing/115.jpg,boxing,train
16,train/boxing/116.jpg,boxing,train
11,train/fly fishing/001.jpg,fly fishing,train
11,train/fly fishing/002.jpg,fly fishing,train
11,train/fly fishing/003.jpg,fly fishing,train
11,train/fly fishing/004.jpg,fly fishing,train
11,train/fly fishing/005.jpg,fly fishing,train
11,train/fly fishing/006.jpg,fly fishing,train
11,train/fly fishing/007.jpg,fly fishing,train
11,train/fly fishing/008.jpg,fly fishing,train
11,train/fly fishing/009.jpg,fly fishing,train
11,train/fly fishing/010.jpg,fly fishing,train
11,train/fly fishing/011.jpg,fly fishing,train
11,train/fly fishing/012.jpg,fly fishing,train
11,train/fly fishing/013.jpg,fly fishing,train
11,train/fly fishing/014.jpg,fly fishing,train
11,train/fly fishing/015.jpg,fly fishing,train
11,train/fly fishing/016.jpg,fly fishing,train
11,train/fly fishing/017.jpg,fly fishing,train
11,train/fly fishing/018.jpg,fly fishing,train
11,train/fly fishing/019.jpg,fly fishing,train
11,train/fly fishing/020.jpg,fly fishing,train
11,train/fly fishing/021.jpg,fly fishing,train
11,train/fly fishing/022.jpg,fly fishing,train
11,train/fly fishing/023.jpg,fly fishing,train
11,train/fly fishing/024.jpg,fly fishing,train
11,train/fly fishing/025.jpg,fly fishing,train
11,train/fly fishing/026.jpg,fly fishing,train
11,train/fly fishing/027.jpg,fly fishing,train
11,train/fly fishing/028.jpg,fly fishing,train
11,train/fly fishing/029.jpg,fly fishing,train
11,train/fly fishing/030.jpg,fly fishing,train
11,train/fly fishing/031.jpg,fly fishing,train
11,train/fly fishing/032.jpg,fly fishing,train
11,train/fly fishing/033.jpg,fly fishing,train
11,train/fly fishing/034.jpg,fly fishing,train
11,train/fly fishing/035.jpg,fly fishing,train
11,train/fly fishing/036.jpg,fly fishing,train
11,train/fly fishing/037.jpg,fly fishing,train
11,train/fly fishing/038.jpg,fly fishing,train
11,train/fly fishing/039.jpg,fly fishing,train
11,train/fly fishing/040.jpg,fly fishing,train
11,train/fly fishing/041.jpg,fly fishing,train
11,train/fly fishing/042.jpg,fly fishing,train
11,train/fly fishing/043.jpg,fly fishing,train
11,train/fly fishing/044.jpg,fly fishing,train
11,train/fly fishing/045.jpg,fly fishing,train
11,train/fly fishing/046.jpg,fly fishing,train
11,train/fly fishing/047.jpg,fly fishing,train
11,train/fly fishing/048.jpg,fly fishing,train
11,train/fly fishing/049.jpg,fly fishing,train
11,train/fly fishing/050.jpg,fly fishing,train
11,train/fly fishing/051.jpg,fly fishing,train
11,train/fly fishing/052.jpg,fly fishing,train
11,train/fly fishing/053.jpg,fly fishing,train
11,train/fly fishing/054.jpg,fly fishing,train
11,train/fly fishing/055.jpg,fly fishing,train
11,train/fly fishing/056.jpg,fly fishing,train
11,train/fly fishing/057.jpg,fly fishing,train
11,train/fly fishing/058.jpg,fly fishing,train
11,train/fly fishing/059.jpg,fly fishing,train
11,train/fly fishing/060.jpg,fly fishing,train
11,train/fly fishing/061.jpg,fly fishing,train
11,train/fly fishing/062.jpg,fly fishing,train
11,train/fly fishing/063.jpg,fly fishing,train
11,train/fly fishing/064.jpg,fly fishing,train
11,train/fly fishing/065.jpg,fly fishing,train
11,train/fly fishing/066.jpg,fly fishing,train
11,train/fly fishing/067.jpg,fly fishing,train
11,train/fly fishing/068.jpg,fly fishing,train
11,train/fly fishing/069.jpg,fly fishing,train
11,train/fly fishing/070.jpg,fly fishing,train
11,train/fly fishing/071.jpg,fly fishing,train
11,train/fly fishing/072.jpg,fly fishing,train
11,train/fly fishing/073.jpg,fly fishing,train
11,train/fly fishing/074.jpg,fly fishing,train
11,train/fly fishing/075.jpg,fly fishing,train
11,train/fly fishing/076.jpg,fly fishing,train
11,train/fly fishing/077.jpg,fly fishing,train
11,train/fly fishing/078.jpg,fly fishing,train
11,train/fly fishing/079.jpg,fly fishing,train
11,train/fly fishing/080.jpg,fly fishing,train
11,train/fly fishing/081.jpg,fly fishing,train
11,train/fly fishing/082.jpg,fly fishing,train
11,train/fly fishing/083.jpg,fly fishing,train
11,train/fly fishing/084.jpg,fly fishing,train
11,train/fly fishing/085.jpg,fly fishing,train
11,train/fly fishing/086.jpg,fly fishing,train
11,train/fly fishing/087.jpg,fly fishing,train
11,train/fly fishing/088.jpg,fly fishing,train
11,train/fly fishing/089.jpg,fly fishing,train
11,train/fly fishing/090.jpg,fly fishing,train
11,train/fly fishing/091.jpg,fly fishing,train
11,train/fly fishing/092.jpg,fly fishing,train
11,train/fly fishing/093.jpg,fly fishing,train
11,train/fly fishing/094.jpg,fly fishing,train
11,train/fly fishing/095.jpg,fly fishing,train
11,train/fly fishing/096.jpg,fly fishing,train
11,train/fly fishing/097.jpg,fly fishing,train
11,train/fly fishing/098.jpg,fly fishing,train
11,train/fly fishing/099.jpg,fly fishing,train
